sentiment,strictness,text,topicid
neutral,65,"so we did not receive that payment",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"so what do we owe",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"so what's the total",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"so you can make the payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"so you can make your payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"so you want me to cancel this order",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"so your total is",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"some additional usage charges on there",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"somebody has been using my credit card",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"somebody used my credit card to purchase tickets",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"somebody used my debit card to purchase tickets",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone charged on their credit card",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone charged on their debit card",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone committed fraud",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone committed fraud with my credit card",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone committed fraud with my debit card",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone else used my card",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone has charged tickets to my debit card",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone has stolen my credit card information",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone in the retention department",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"someone stole my card number",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone took my credit card",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone used my card without my permission",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone used my credit card to buy tickets from you",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"someone who can better assist you",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"someone's using my name",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"something different about the price plan",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"sometimes with the competition",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"sorry about that",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"sorry but i don't know the answer",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"sorry can you say that again",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"sorry say that again",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"sorry to hear that",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"sorry to lose you",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"sorry we can't process your request at this time",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"sorry what is that again",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"speak a little bit clearer",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"speak to a manager",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"speak to cancellations",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"speak to our customer services",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"speak to the supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"speak to you he wants no one else's help",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"speak with a manager",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"speaking and how can i help you today",cd98f565-ce21-429a-9bb3-2f429827d49e
neutral,65,"speaking how are you",cd98f565-ce21-429a-9bb3-2f429827d49e
neutral,65,"speaking how can i help",cd98f565-ce21-429a-9bb3-2f429827d49e
neutral,65,"speaking how may i help you",cd98f565-ce21-429a-9bb3-2f429827d49e
neutral,65,"speaking may i have your",cd98f565-ce21-429a-9bb3-2f429827d49e
neutral,65,"special today",cd320977-79cd-411e-bb3f-41f95486a83d
neutral,65,"spoke to a lady a few minutes ago",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"spread it out in payments",b489ac45-7019-4e7d-97c2-a6262e2c2b60
neutral,65,"stamp that says final notice",8f1cfaf5-c4a1-462d-8b2c-b4165dcffc4b
neutral,65,"stating i had a returned check form my bank",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"status of a payment",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"status of a pending",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"status of my application",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"status of the request",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"status of your recent request",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"stay on the line i will transfer you",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"still locked into them for two years",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"stole my identity",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"stolen my identity",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"stuck there for twenty four months",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"subscription charge",1ba1ecfa-ce6a-478c-81fd-b7042b174507
neutral,65,supervisor,7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"sure i can assist you with that",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"sure i can do that for you",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"sure i can help you with that",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"sure let me help you with that",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"sure no problem",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"suspend your account for thirty days",26058048-cf25-4cc5-95fc-eb384c71e02b
neutral,65,suspended,26058048-cf25-4cc5-95fc-eb384c71e02b
neutral,65,suspension,26058048-cf25-4cc5-95fc-eb384c71e02b
neutral,65,"switch everything to your new address",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"switch to the new address",2f32bffa-3bbe-4888-952f-363673450da8
neutral,65,"switch to your new address",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"system error has occurred",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"system has a bug in it",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"take a bank statement showing that the payment cleared the bank",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"take advantage of this",cd320977-79cd-411e-bb3f-41f95486a83d
neutral,65,"take an email address please",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"take it over to our fraud department",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"take that charge off my bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"take the address",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"take the house number",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"take the last two digits",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"take the last two numbers",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"take the rest of the address",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"take the rest of your address",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"take your address and zipcode",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"take your door number",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"take your email address",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"take your email address from you",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"take your house number",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"take your mobile number from you",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"take your modem to your new location",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"take your mother's maiden name",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"take your payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"takes one to two billing cycle before the credit is applied",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"talk to a manager",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"talk to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"talk to supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"talked to another rep previously",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"tell me the card type",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"tell me your mobile number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"temporarily reset your password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"temporary password from the email",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"temporary password i have just reset it",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"temporary payment plan",b489ac45-7019-4e7d-97c2-a6262e2c2b60
neutral,65,"terminate that policy",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"thank you for calling",cd98f565-ce21-429a-9bb3-2f429827d49e
neutral,65,"thank you for choosing",cd98f565-ce21-429a-9bb3-2f429827d49e
neutral,65,"thank you for holding",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"thank you for patiently holding",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"thank you for patiently waiting",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"thank you for your patience",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"thank you one moment",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"thank you so much for holding",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"thanks for holding",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"thanks for waiting",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"that charge will come off",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"that explains why your bill is so high",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"that i can call you back at",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"that is unfortunate",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"that leaves you with a negative balance of",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"that left you with a balance of",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"that must be difficult",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"that must be frustrating",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"that payment hasn't posted yet",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"that pricing does coincide with",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"that sounds really frustrating",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"that type of error message",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"that was before we received the payment",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"that was not honored by your bank",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"that was returned by your bank",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"that will give you a temporary password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"that will give you your balance after that",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"that would explain why your bill is so high",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"that's a pretty good rate that you're getting",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"that's nice to hear ma'am",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"that's nice to hear sir",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"that's our main website",49ecc1d4-e6ed-4858-a34a-d4e08334f855
neutral,65,"that's supposed to come off of her bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"that's what prorating is",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"thats great to hear",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"thats not what i mean",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"the accent is very thick",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"the account balance at this time is negative",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"the account is suspended",26058048-cf25-4cc5-95fc-eb384c71e02b
neutral,65,"the account shows it's suspended",26058048-cf25-4cc5-95fc-eb384c71e02b
neutral,65,"the address that you wanna transfer to",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"the authorization code saying that you made a payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"the available balance is",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"the balance on the bill",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"the balance that is due right now",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"the balance that's gonna be due",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"the best contact mobile for you",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"the billing cycle closes on",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"the cash value is",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"the charges are valid",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"the check didn't clear",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the check hasn't posted to your account yet",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the checks did bounce",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the credit card was compromised",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"the delinquent amount",36c17cd0-78d6-40e0-88af-8fcaf9157a28
neutral,65,"the delinquent balance",36c17cd0-78d6-40e0-88af-8fcaf9157a28
neutral,65,"the delinquent balance has to be paid",36c17cd0-78d6-40e0-88af-8fcaf9157a28
neutral,65,"the final notice before they",8f1cfaf5-c4a1-462d-8b2c-b4165dcffc4b
neutral,65,"the first year they'll give you a discount",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"the full address and zipcode",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"the full price is normally",cd320977-79cd-411e-bb3f-41f95486a83d
neutral,65,"the handset upgrade fee was not applied",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"the label did not print out",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"the last payment we have is for",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the last payment we received",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the last three digits in the back of the card please",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"the last time i called",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"the last time i called in",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"the last time i checked my bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"the line is bad",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"the minimum payment that we need",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the minimum you can add with the credit card is",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"the most current statement we have",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"the next available balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"the next payment date is going to be on",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the only thing i authorized was",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"the other party paid with a counterfeit money order",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"the overage is",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"the password is a temporary one",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"the past due amount",36c17cd0-78d6-40e0-88af-8fcaf9157a28
neutral,65,"the payment came back as no account available",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the payment has not yet posted",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the payment is still not here yet",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the payment that she made did not go through",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the payment was approved",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"the payment was debited from my",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the payment was not posted",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the payment you made did not go through",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the policy went on force on",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"the prices that they advertise",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"the reason you are being charged",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"the refund is still pending",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"the right to cancel an order",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"the same thing happened to me",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"the second year it goes up to their",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"the status of my",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"the status on a policy",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"the system didn't collect the payment",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the system is not showing any payment for",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the system won't allow me to",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"the thing has been paid for i have all my statements",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"the third party charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"the value currently",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"the web site was down",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"the zipcode there",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"their debit card was compromised",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"then give us a call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"then we can reset it",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"then you would get a bill for",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"there are some added charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"there has been a fraudulent transaction",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"there has been a recent billing issue",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"there is a big difference with",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"there is a dispute for the charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"there is a rollover balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"there is a surcharge for",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"there is an error on that",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"there is an overage",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"there is no extension available",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"there is no way to cancel it",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"there is no way to cancel the order",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"there was no payment posted to the account",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"there's a transfer fee",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"there's just not a all lot i can do",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"there's no way for us to stop that",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"there's no way we can cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"there's nothing that says that on your website",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"there's supposed to be a duplicate payment",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"these are extra charges for",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"these are internet charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"these are prorated charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"these are surcharges for",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"these are the overage minutes",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"these charges cannot be waived",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"they are all valid charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"they are going to return it",8f1cfaf5-c4a1-462d-8b2c-b4165dcffc4b
neutral,65,"they charged you one month in advance",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"they charged you overage",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"they didn't charge the full amount",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"they don't work with you after your",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"they don't work with you after your initial",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"they gave you a credit for",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"they had not refunded my money",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"they make you sign a twenty four month",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"they make you sign a two year contract",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"they re-credited all those charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"they should have adjusted the charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"they were going to send me a refund",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"they will give you a call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"they're all gonna do the same thing",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"they're gonna stick you with a two year contract",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"they're saying i'm putting in the wrong password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"thinking about cancelling",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"thinking of cancelling",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"third party service charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"this is fraudulent activity",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"this is how they make their money",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"this is the first time you are suspending your account",26058048-cf25-4cc5-95fc-eb384c71e02b
neutral,65,"this is what i'm gonna do",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"this order is under review",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"this order was confirmed so we cannot cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"this order was flagged for fraud",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"this person could be fraudulent",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"this plan doesn't include",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"this purchase was fraudulent",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"this rate might not be available",cd320977-79cd-411e-bb3f-41f95486a83d
neutral,65,"this ticket will no longer be available",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"those transactions were probably fraudulent",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"through to your cancellations",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"time i get a bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"to avoid being disconnected how much do i need to pay",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"to be fair to both companies",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"to cancel my subscription",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"to find out how much is in my account",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"to find out how much is in the account",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"to give you a call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"to keep our long time customer",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"to one of our supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"to our supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"to pay by phone",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"to see why that payment still hasn't posted",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"to someone about my bill",1ba1ecfa-ce6a-478c-81fd-b7042b174507
neutral,65,"to speak with a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"to the credit and debit card department",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"to the supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"to transfer service from one address to another",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"today i can do it for",cd320977-79cd-411e-bb3f-41f95486a83d
neutral,65,"too many logins or invalid logins",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"too much noise",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"total amount vesting is",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"total balance",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"total dollar amount",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"total payment of",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"total that i'm showing",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"transfer account",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer in the service area",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer in to her name",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer it over to her name",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer it to my name",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer of service order",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer over to my name",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer over to the people who do retention",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"transfer service because i'm moving",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer service to my new",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer services",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer services to a different address",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer services to another location",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer services to the new address",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer the service",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer the service over to new address",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer the services",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer to my new address",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer to new address",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"transfer to the billing department",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"transfer you back over",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"transfer you now to my supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"transfer you over",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"transfer you over to internet tech support",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"transfer you over to my supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"transfer you over to new construction",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"transfer you over to our technical department",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"transfer you over to technical support",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"transfer you over to that third party verification",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
